x,y,label
288.5,-17.5,False
283.5,0.5,False
278.5,15.5,False
273.5,24.5,False
268.5,24.5,False
263.5,12.5,False
258.5,-3.5,False
253.5,-19.5,False
248.5,-35.5,False
243.5,-51.5,False
245.0,-58.0,True
240.0,-49.0,True
228.5,-49.5,False
223.5,-34.5,False
218.5,-16.5,False
213.5,1.5,False
208.5,16.5,False
203.5,25.5,False
198.5,25.5,False
193.5,13.5,False
188.5,-2.5,False
183.5,-18.5,False
178.5,-34.5,False
173.5,-50.5,False
175.0,-57.0,True
170.0,-48.0,True
158.5,-48.5,False
153.5,-33.5,False
148.5,-15.5,False
143.5,2.5,False
138.5,17.5,False
133.5,26.5,False
128.5,26.5,False
123.5,14.5,False
118.5,-1.5,False
113.5,-17.5,False
108.5,-33.5,False
103.5,-49.5,False
105.0,-56.0,True
93.5,-56.5,False
88.5,-41.5,False
83.5,-23.5,False
78.5,-5.5,False
73.5,9.5,False
68.5,18.5,False
63.5,18.5,False
58.5,6.5,False
53.5,-9.5,False
48.5,-25.5,False
43.5,-41.5,False
45.0,-48.0,True
33.5,-48.5,False
28.5,-33.5,False
23.5,-15.5,False
18.5,2.5,False
13.5,17.5,False
8.5,26.5,False
3.5,26.5,False
-1.5,14.5,False
-6.5,-1.5,False
-11.5,-17.5,False
-16.5,-33.5,False
-21.5,-49.5,False
-20.0,-56.0,True
-31.5,-56.5,False
-36.5,-41.5,False
-41.5,-23.5,False
-46.5,-5.5,False
-51.5,9.5,False
-56.5,18.5,False
-61.5,18.5,False
-66.5,6.5,False
-71.5,-9.5,False
-76.5,-25.5,False
-81.5,-41.5,False
418.5,86.5,False
416.0,74.5,False
415.0,64.0,False
406.0,42.5,False
398.5,22.5,False
393.5,4.5,False
390.5,-11.5,False
390.0,-16.0,True
378.5,-16.5,False
373.5,-1.5,False
368.5,16.5,False
363.5,34.5,False
358.5,49.5,False
353.5,58.5,False
348.5,58.5,False
343.5,46.5,False
338.5,30.5,False
333.5,14.5,False
328.5,-1.5,False
323.5,-17.5,False
321.0,-29.5,False
320.0,-40.0,True
308.5,-40.5,False
303.5,-25.5,False
298.5,-7.5,False
293.5,10.5,False
288.5,25.5,False
283.5,34.5,False
278.5,34.5,False
273.5,22.5,False
268.5,6.5,False
263.5,-9.5,False
258.5,-25.5,False
253.5,-41.5,False
251.0,-53.5,False
250.0,-64.0,True
245.0,-55.0,True
233.5,-55.5,False
228.5,-40.5,False
223.5,-22.5,False
218.5,-4.5,False
213.5,10.5,False
208.5,19.5,False
203.5,19.5,False
198.5,7.5,False
193.5,-8.5,False
188.5,-24.5,False
183.5,-40.5,False
178.5,-56.5,False
180.0,-63.0,True
175.0,-54.0,True
163.5,-54.5,False
158.5,-39.5,False
153.5,-21.5,False
148.5,-3.5,False
143.5,11.5,False
138.5,20.5,False
133.5,20.5,False
128.5,8.5,False
123.5,-7.5,False
118.5,-23.5,False
113.5,-39.5,False
108.5,-55.5,False
110.0,-62.0,True
105.0,-53.0,True
93.5,-53.5,False
88.5,-38.5,False
83.5,-20.5,False
78.5,-2.5,False
73.5,12.5,False
68.5,21.5,False
63.5,21.5,False
58.5,9.5,False
53.5,-6.5,False
48.5,-22.5,False
43.5,-38.5,False
38.5,-54.5,False
40.0,-61.0,True
35.0,-52.0,True
23.5,-52.5,False
18.5,-37.5,False
13.5,-19.5,False
8.5,-1.5,False
3.5,13.5,False
-1.5,22.5,False
-6.5,22.5,False
-11.5,10.5,False
-16.5,-5.5,False
-21.5,-21.5,False
-26.5,-37.5,False
-31.5,-53.5,False
-30.0,-60.0,True
-35.0,-51.0,True
-46.5,-51.5,False
-51.5,-36.5,False
-56.5,-18.5,False
-61.5,-0.5,False
-66.5,14.5,False
-71.5,23.5,False
-76.5,23.5,False
-81.5,11.5,False
418.5,57.5,False
413.5,41.5,False
408.5,25.5,False
403.5,9.5,False
401.0,-2.5,False
400.0,-13.0,True
388.5,-13.5,False
383.5,1.5,False
378.5,19.5,False
373.5,37.5,False
368.5,52.5,False
363.5,61.5,False
358.5,61.5,False
353.5,49.5,False
348.5,33.5,False
343.5,17.5,False
338.5,1.5,False
333.5,-14.5,False
331.0,-26.5,False
330.0,-37.0,True
318.5,-37.5,False
313.5,-22.5,False
308.5,-4.5,False
303.5,13.5,False
298.5,28.5,False
293.5,37.5,False
288.5,37.5,False
283.5,25.5,False
278.5,9.5,False
273.5,-6.5,False
268.5,-22.5,False
263.5,-38.5,False
261.0,-50.5,False
260.0,-61.0,True
255.0,-52.0,True
243.5,-52.5,False
238.5,-37.5,False
233.5,-19.5,False
228.5,-1.5,False
223.5,13.5,False
218.5,22.5,False
213.5,22.5,False
208.5,10.5,False
203.5,-5.5,False
198.5,-21.5,False
193.5,-37.5,False
188.5,-53.5,False
190.0,-60.0,True
185.0,-51.0,True
173.5,-51.5,False
168.5,-36.5,False
163.5,-18.5,False
158.5,-0.5,False
153.5,14.5,False
148.5,23.5,False
143.5,23.5,False
138.5,11.5,False
133.5,-4.5,False
128.5,-20.5,False
123.5,-36.5,False
118.5,-52.5,False
120.0,-59.0,True
115.0,-50.0,True
103.5,-50.5,False
98.5,-35.5,False
93.5,-17.5,False
88.5,0.5,False
83.5,15.5,False
78.5,24.5,False
73.5,24.5,False
68.5,12.5,False
63.5,-3.5,False
58.5,-19.5,False
53.5,-35.5,False
48.5,-51.5,False
50.0,-58.0,True
45.0,-49.0,True
33.5,-49.5,False
28.5,-34.5,False
23.5,-16.5,False
18.5,1.5,False
13.5,16.5,False
8.5,25.5,False
3.5,25.5,False
-1.5,13.5,False
-6.5,-2.5,False
-11.5,-18.5,False
-16.5,-34.5,False
-21.5,-50.5,False
-20.0,-57.0,True
-25.0,-48.0,True
-36.5,-48.5,False
-41.5,-33.5,False
-46.5,-15.5,False
-51.5,2.5,False
-56.5,17.5,False
-61.5,26.5,False
-66.5,26.5,False
-71.5,14.5,False
-76.5,-1.5,False
-81.5,-17.5,False
425.0,-215.0,True
420.0,-206.0,True
408.5,-206.5,False
403.5,-191.5,False
398.5,-173.5,False
393.5,-155.5,False
388.5,-140.5,False
390.0,-122.0,True
378.5,-122.5,False
380.0,-98.0,True
375.0,-89.0,True
370.0,-80.0,True
365.0,-71.0,True
360.0,-62.0,True
355.0,-53.0,True
343.5,-53.5,False
338.5,-38.5,False
333.5,-20.5,False
328.5,-2.5,False
323.5,12.5,False
318.5,21.5,False
313.5,21.5,False
308.5,9.5,False
303.5,-6.5,False
298.5,-22.5,False
293.5,-38.5,False
288.5,-54.5,False
290.0,-61.0,True
285.0,-52.0,True
273.5,-52.5,False
268.5,-37.5,False
263.5,-19.5,False
258.5,-1.5,False
253.5,13.5,False
248.5,22.5,False
243.5,22.5,False
238.5,10.5,False
233.5,-5.5,False
228.5,-21.5,False
223.5,-37.5,False
218.5,-53.5,False
220.0,-60.0,True
215.0,-51.0,True
203.5,-51.5,False
198.5,-36.5,False
193.5,-18.5,False
188.5,-0.5,False
183.5,14.5,False
178.5,23.5,False
173.5,23.5,False
168.5,11.5,False
163.5,-4.5,False
158.5,-20.5,False
153.5,-36.5,False
148.5,-52.5,False
150.0,-59.0,True
145.0,-50.0,True
133.5,-50.5,False
128.5,-35.5,False
123.5,-17.5,False
118.5,0.5,False
113.5,15.5,False
108.5,24.5,False
103.5,24.5,False
98.5,12.5,False
93.5,-3.5,False
88.5,-19.5,False
83.5,-35.5,False
78.5,-51.5,False
80.0,-58.0,True
75.0,-49.0,True
63.5,-49.5,False
58.5,-34.5,False
53.5,-16.5,False
48.5,1.5,False
43.5,16.5,False
38.5,25.5,False
33.5,25.5,False
28.5,13.5,False
23.5,-2.5,False
18.5,-18.5,False
13.5,-34.5,False
8.5,-50.5,False
10.0,-57.0,True
5.0,-48.0,True
-6.5,-48.5,False
-11.5,-33.5,False
-16.5,-15.5,False
-21.5,2.5,False
-26.5,17.5,False
-31.5,26.5,False
-36.5,26.5,False
-41.5,14.5,False
-46.5,-1.5,False
-51.5,-17.5,False
-56.5,-33.5,False
-61.5,-49.5,False
-60.0,-56.0,True
-71.5,-56.5,False
-76.5,-41.5,False
-81.5,-23.5,False
425.0,-48.0,True
413.5,-48.5,False
415.0,-24.0,True
403.5,-24.5,False
398.5,-9.5,False
393.5,8.5,False
388.5,26.5,False
383.5,41.5,False
378.5,50.5,False
373.5,50.5,False
368.5,38.5,False
363.5,22.5,False
358.5,6.5,False
353.5,-9.5,False
348.5,-25.5,False
346.0,-37.5,False
345.0,-48.0,True
333.5,-48.5,False
335.0,-24.0,True
323.5,-24.5,False
318.5,-9.5,False
313.5,8.5,False
308.5,26.5,False
303.5,41.5,False
298.5,50.5,False
293.5,50.5,False
288.5,38.5,False
283.5,22.5,False
278.5,6.5,False
273.5,-9.5,False
268.5,-25.5,False
266.0,-37.5,False
265.0,-48.0,True
253.5,-48.5,False
248.5,-33.5,False
243.5,-15.5,False
238.5,2.5,False
233.5,17.5,False
228.5,26.5,False
223.5,26.5,False
218.5,14.5,False
213.5,-1.5,False
208.5,-17.5,False
203.5,-33.5,False
198.5,-49.5,False
200.0,-56.0,True
188.5,-56.5,False
183.5,-41.5,False
178.5,-23.5,False
173.5,-5.5,False
168.5,9.5,False
163.5,18.5,False
158.5,18.5,False
153.5,6.5,False
148.5,-9.5,False
143.5,-25.5,False
138.5,-41.5,False
140.0,-48.0,True
128.5,-48.5,False
123.5,-33.5,False
118.5,-15.5,False
113.5,2.5,False
108.5,17.5,False
103.5,26.5,False
98.5,26.5,False
93.5,14.5,False
88.5,-1.5,False
83.5,-17.5,False
78.5,-33.5,False
73.5,-49.5,False
75.0,-56.0,True
63.5,-56.5,False
58.5,-41.5,False
53.5,-23.5,False
48.5,-5.5,False
43.5,9.5,False
38.5,18.5,False
33.5,18.5,False
28.5,6.5,False
23.5,-9.5,False
18.5,-25.5,False
13.5,-41.5,False
15.0,-48.0,True
3.5,-48.5,False
-1.5,-33.5,False
-6.5,-15.5,False
-11.5,2.5,False
-16.5,17.5,False
-21.5,26.5,False
-26.5,26.5,False
-31.5,14.5,False
-36.5,-1.5,False
-41.5,-17.5,False
-46.5,-33.5,False
-51.5,-49.5,False
-50.0,-56.0,True
-61.5,-56.5,False
-66.5,-41.5,False
-71.5,-23.5,False
-76.5,-5.5,False
-81.5,9.5,False
418.5,314.5,False
413.5,314.5,False
408.5,302.5,False
403.5,286.5,False
398.5,270.5,False
393.5,254.5,False
388.5,238.5,False
386.0,226.5,False
385.0,216.0,False
376.0,194.5,False
368.5,174.5,False
363.5,156.5,False
360.5,140.5,False
359.5,127.0,False
360.0,115.0,False
355.0,99.0,False
350.0,83.0,False
345.0,67.0,False
340.0,51.0,False
335.0,35.0,False
330.0,19.0,False
325.0,3.0,False
315.0,-8.0,True
303.5,-8.5,False
298.5,6.5,False
293.5,24.5,False
288.5,42.5,False
283.5,57.5,False
278.5,66.5,False
273.5,66.5,False
268.5,54.5,False
263.5,38.5,False
258.5,22.5,False
253.5,6.5,False
248.5,-9.5,False
246.0,-21.5,False
245.0,-32.0,True
233.5,-32.5,False
228.5,-17.5,False
223.5,0.5,False
218.5,18.5,False
213.5,33.5,False
208.5,42.5,False
203.5,42.5,False
198.5,30.5,False
193.5,14.5,False
188.5,-1.5,False
183.5,-17.5,False
178.5,-33.5,False
176.0,-45.5,False
175.0,-56.0,True
163.5,-56.5,False
158.5,-41.5,False
153.5,-23.5,False
148.5,-5.5,False
143.5,9.5,False
138.5,18.5,False
133.5,18.5,False
128.5,6.5,False
123.5,-9.5,False
118.5,-25.5,False
113.5,-41.5,False
115.0,-48.0,True
103.5,-48.5,False
98.5,-33.5,False
93.5,-15.5,False
88.5,2.5,False
83.5,17.5,False
78.5,26.5,False
73.5,26.5,False
68.5,14.5,False
63.5,-1.5,False
58.5,-17.5,False
53.5,-33.5,False
48.5,-49.5,False
50.0,-56.0,True
38.5,-56.5,False
33.5,-41.5,False
28.5,-23.5,False
23.5,-5.5,False
18.5,9.5,False
13.5,18.5,False
8.5,18.5,False
3.5,6.5,False
-1.5,-9.5,False
-6.5,-25.5,False
-11.5,-41.5,False
-10.0,-48.0,True
-21.5,-48.5,False
-26.5,-33.5,False
-31.5,-15.5,False
-36.5,2.5,False
-41.5,17.5,False
-46.5,26.5,False
-51.5,26.5,False
-56.5,14.5,False
-61.5,-1.5,False
-66.5,-17.5,False
-71.5,-33.5,False
-76.5,-49.5,False
-75.0,-56.0,True
425.0,-179.0,True
420.0,-170.0,True
408.5,-170.5,False
403.5,-155.5,False
398.5,-137.5,False
393.5,-119.5,False
388.5,-104.5,False
390.0,-86.0,True
385.0,-77.0,True
380.0,-68.0,True
375.0,-59.0,True
370.0,-50.0,True
358.5,-50.5,False
360.0,-26.0,True
348.5,-26.5,False
343.5,-11.5,False
338.5,6.5,False
333.5,24.5,False
328.5,39.5,False
323.5,48.5,False
318.5,48.5,False
313.5,36.5,False
308.5,20.5,False
303.5,4.5,False
298.5,-11.5,False
293.5,-27.5,False
291.0,-39.5,False
290.0,-50.0,True
278.5,-50.5,False
273.5,-35.5,False
268.5,-17.5,False
263.5,0.5,False
258.5,15.5,False
253.5,24.5,False
248.5,24.5,False
243.5,12.5,False
238.5,-3.5,False
233.5,-19.5,False
228.5,-35.5,False
223.5,-51.5,False
225.0,-58.0,True
220.0,-49.0,True
208.5,-49.5,False
203.5,-34.5,False
198.5,-16.5,False
193.5,1.5,False
188.5,16.5,False
183.5,25.5,False
178.5,25.5,False
173.5,13.5,False
168.5,-2.5,False
163.5,-18.5,False
158.5,-34.5,False
153.5,-50.5,False
155.0,-57.0,True
150.0,-48.0,True
138.5,-48.5,False
133.5,-33.5,False
128.5,-15.5,False
123.5,2.5,False
118.5,17.5,False
113.5,26.5,False
108.5,26.5,False
103.5,14.5,False
98.5,-1.5,False
93.5,-17.5,False
88.5,-33.5,False
83.5,-49.5,False
85.0,-56.0,True
73.5,-56.5,False
68.5,-41.5,False
63.5,-23.5,False
58.5,-5.5,False
53.5,9.5,False
48.5,18.5,False
43.5,18.5,False
38.5,6.5,False
33.5,-9.5,False
28.5,-25.5,False
23.5,-41.5,False
25.0,-48.0,True
13.5,-48.5,False
8.5,-33.5,False
3.5,-15.5,False
-1.5,2.5,False
-6.5,17.5,False
-11.5,26.5,False
-16.5,26.5,False
-21.5,14.5,False
-26.5,-1.5,False
-31.5,-17.5,False
-36.5,-33.5,False
-41.5,-49.5,False
-40.0,-56.0,True
-51.5,-56.5,False
-56.5,-41.5,False
-61.5,-23.5,False
-66.5,-5.5,False
-71.5,9.5,False
-76.5,18.5,False
-81.5,18.5,False
425.0,-60.0,True
420.0,-51.0,True
408.5,-51.5,False
403.5,-36.5,False
398.5,-18.5,False
393.5,-0.5,False
388.5,14.5,False
383.5,23.5,False
378.5,23.5,False
373.5,11.5,False
368.5,-4.5,False
363.5,-20.5,False
358.5,-36.5,False
353.5,-52.5,False
355.0,-59.0,True
350.0,-50.0,True
338.5,-50.5,False
340.0,-26.0,True
328.5,-26.5,False
323.5,-11.5,False
318.5,6.5,False
313.5,24.5,False
308.5,39.5,False
303.5,48.5,False
298.5,48.5,False
293.5,36.5,False
288.5,20.5,False
283.5,4.5,False
278.5,-11.5,False
273.5,-27.5,False
271.0,-39.5,False
270.0,-50.0,True
258.5,-50.5,False
253.5,-35.5,False
248.5,-17.5,False
243.5,0.5,False
238.5,15.5,False
233.5,24.5,False
228.5,24.5,False
223.5,12.5,False
218.5,-3.5,False
213.5,-19.5,False
208.5,-35.5,False
203.5,-51.5,False
205.0,-58.0,True
200.0,-49.0,True
188.5,-49.5,False
183.5,-34.5,False
178.5,-16.5,False
173.5,1.5,False
168.5,16.5,False
163.5,25.5,False
158.5,25.5,False
153.5,13.5,False
148.5,-2.5,False
143.5,-18.5,False
138.5,-34.5,False
133.5,-50.5,False
135.0,-57.0,True
130.0,-48.0,True
118.5,-48.5,False
113.5,-33.5,False
108.5,-15.5,False
103.5,2.5,False
98.5,17.5,False
93.5,26.5,False
88.5,26.5,False
83.5,14.5,False
78.5,-1.5,False
73.5,-17.5,False
68.5,-33.5,False
63.5,-49.5,False
65.0,-56.0,True
53.5,-56.5,False
48.5,-41.5,False
43.5,-23.5,False
38.5,-5.5,False
33.5,9.5,False
28.5,18.5,False
23.5,18.5,False
18.5,6.5,False
13.5,-9.5,False
8.5,-25.5,False
3.5,-41.5,False
5.0,-48.0,True
-6.5,-48.5,False
-11.5,-33.5,False
-16.5,-15.5,False
-21.5,2.5,False
-26.5,17.5,False
-31.5,26.5,False
-36.5,26.5,False
-41.5,14.5,False
-46.5,-1.5,False
-51.5,-17.5,False
-56.5,-33.5,False
-61.5,-49.5,False
-60.0,-56.0,True
-71.5,-56.5,False
-76.5,-41.5,False
-81.5,-23.5,False
418.5,-22.5,False
413.5,-7.5,False
408.5,1.5,False
403.5,1.5,False
398.5,-10.5,False
393.5,-26.5,False
388.5,-42.5,False
390.0,-49.0,True
378.5,-49.5,False
380.0,-25.0,True
368.5,-25.5,False
363.5,-10.5,False
358.5,7.5,False
353.5,25.5,False
348.5,40.5,False
343.5,49.5,False
338.5,49.5,False
333.5,37.5,False
328.5,21.5,False
323.5,5.5,False
318.5,-10.5,False
313.5,-26.5,False
311.0,-38.5,False
310.0,-49.0,True
298.5,-49.5,False
293.5,-34.5,False
288.5,-16.5,False
283.5,1.5,False
278.5,16.5,False
273.5,25.5,False
268.5,25.5,False
263.5,13.5,False
258.5,-2.5,False
253.5,-18.5,False
248.5,-34.5,False
243.5,-50.5,False
245.0,-57.0,True
240.0,-48.0,True
228.5,-48.5,False
223.5,-33.5,False
218.5,-15.5,False
213.5,2.5,False
208.5,17.5,False
203.5,26.5,False
198.5,26.5,False
193.5,14.5,False
188.5,-1.5,False
183.5,-17.5,False
178.5,-33.5,False
173.5,-49.5,False
175.0,-56.0,True
163.5,-56.5,False
158.5,-41.5,False
153.5,-23.5,False
148.5,-5.5,False
143.5,9.5,False
138.5,18.5,False
133.5,18.5,False
128.5,6.5,False
123.5,-9.5,False
118.5,-25.5,False
113.5,-41.5,False
115.0,-48.0,True
103.5,-48.5,False
98.5,-33.5,False
93.5,-15.5,False
88.5,2.5,False
83.5,17.5,False
78.5,26.5,False
73.5,26.5,False
68.5,14.5,False
63.5,-1.5,False
58.5,-17.5,False
53.5,-33.5,False
48.5,-49.5,False
50.0,-56.0,True
38.5,-56.5,False
33.5,-41.5,False
28.5,-23.5,False
23.5,-5.5,False
18.5,9.5,False
13.5,18.5,False
8.5,18.5,False
3.5,6.5,False
-1.5,-9.5,False
-6.5,-25.5,False
-11.5,-41.5,False
-10.0,-48.0,True
-21.5,-48.5,False
-26.5,-33.5,False
-31.5,-15.5,False
-36.5,2.5,False
-41.5,17.5,False
-46.5,26.5,False
-51.5,26.5,False
-56.5,14.5,False
-61.5,-1.5,False
-66.5,-17.5,False
-71.5,-33.5,False
-76.5,-49.5,False
-75.0,-56.0,True
418.5,105.5,False
413.5,120.5,False
408.5,138.5,False
403.5,156.5,False
398.5,171.5,False
393.5,180.5,False
388.5,180.5,False
383.5,168.5,False
378.5,152.5,False
373.5,136.5,False
368.5,120.5,False
363.5,104.5,False
361.0,92.5,False
360.0,82.0,False
351.0,60.5,False
343.5,40.5,False
338.5,22.5,False
335.5,6.5,False
335.0,2.0,True
323.5,1.5,False
318.5,16.5,False
313.5,34.5,False
308.5,52.5,False
303.5,67.5,False
298.5,76.5,False
293.5,76.5,False
288.5,64.5,False
283.5,48.5,False
278.5,32.5,False
273.5,16.5,False
268.5,0.5,False
266.0,-11.5,False
265.0,-22.0,True
253.5,-22.5,False
248.5,-7.5,False
243.5,10.5,False
238.5,28.5,False
233.5,43.5,False
228.5,52.5,False
223.5,52.5,False
218.5,40.5,False
213.5,24.5,False
208.5,8.5,False
203.5,-7.5,False
198.5,-23.5,False
196.0,-35.5,False
195.0,-46.0,True
183.5,-46.5,False
178.5,-31.5,False
173.5,-13.5,False
168.5,4.5,False
163.5,19.5,False
158.5,28.5,False
153.5,28.5,False
148.5,16.5,False
143.5,0.5,False
138.5,-15.5,False
133.5,-31.5,False
128.5,-47.5,False
130.0,-54.0,True
118.5,-54.5,False
113.5,-39.5,False
108.5,-21.5,False
103.5,-3.5,False
98.5,11.5,False
93.5,20.5,False
88.5,20.5,False
83.5,8.5,False
78.5,-7.5,False
73.5,-23.5,False
68.5,-39.5,False
63.5,-55.5,False
65.0,-62.0,True
60.0,-53.0,True
48.5,-53.5,False
43.5,-38.5,False
38.5,-20.5,False
33.5,-2.5,False
28.5,12.5,False
23.5,21.5,False
18.5,21.5,False
13.5,9.5,False
8.5,-6.5,False
3.5,-22.5,False
-1.5,-38.5,False
-6.5,-54.5,False
-5.0,-61.0,True
-10.0,-52.0,True
-21.5,-52.5,False
-26.5,-37.5,False
-31.5,-19.5,False
-36.5,-1.5,False
-41.5,13.5,False
-46.5,22.5,False
-51.5,22.5,False
-56.5,10.5,False
-61.5,-5.5,False
-66.5,-21.5,False
-71.5,-37.5,False
-76.5,-53.5,False
-75.0,-60.0,True
425.0,-69.0,True
420.0,-60.0,True
415.0,-51.0,True
403.5,-51.5,False
398.5,-36.5,False
393.5,-18.5,False
388.5,-0.5,False
383.5,14.5,False
378.5,23.5,False
373.5,23.5,False
368.5,11.5,False
363.5,-4.5,False
358.5,-20.5,False
353.5,-36.5,False
348.5,-52.5,False
350.0,-59.0,True
345.0,-50.0,True
333.5,-50.5,False
335.0,-26.0,True
323.5,-26.5,False
318.5,-11.5,False
313.5,6.5,False
308.5,24.5,False
303.5,39.5,False
298.5,48.5,False
293.5,48.5,False
288.5,36.5,False
283.5,20.5,False
278.5,4.5,False
273.5,-11.5,False
268.5,-27.5,False
266.0,-39.5,False
265.0,-50.0,True
253.5,-50.5,False
248.5,-35.5,False
243.5,-17.5,False
238.5,0.5,False
233.5,15.5,False
228.5,24.5,False
223.5,24.5,False
218.5,12.5,False
213.5,-3.5,False
208.5,-19.5,False
203.5,-35.5,False
198.5,-51.5,False
200.0,-58.0,True
195.0,-49.0,True
183.5,-49.5,False
178.5,-34.5,False
173.5,-16.5,False
168.5,1.5,False
163.5,16.5,False
158.5,25.5,False
153.5,25.5,False
148.5,13.5,False
143.5,-2.5,False
138.5,-18.5,False
133.5,-34.5,False
128.5,-50.5,False
130.0,-57.0,True
125.0,-48.0,True
113.5,-48.5,False
108.5,-33.5,False
103.5,-15.5,False
98.5,2.5,False
93.5,17.5,False
88.5,26.5,False
83.5,26.5,False
78.5,14.5,False
